NOM BARRI,EDATS,TOTAL HOMES,TOTAL DONES,TOTAL
UNIVERSITAT,DE  61  A  65  ANYS,301,374,675
UNIVERSITAT,DE  66  A  70  ANYS,286,379,665
UNIVERSITAT,DE  71  A  75  ANYS,242,324,566
UNIVERSITAT,DE  76  A  80  ANYS,152,227,379
UNIVERSITAT,MES   DE   80  ANYS,291,666,957
PRINCEP DE VIANA - CLOT,DE   0  A   5  ANYS,299,272,571
PRINCEP DE VIANA - CLOT,DE   6  A  10  ANYS,263,240,503
PRINCEP DE VIANA - CLOT,DE  11  A  15  ANYS,255,234,489
PRINCEP DE VIANA - CLOT,DE  16  A  20  ANYS,293,279,572
PRINCEP DE VIANA - CLOT,DE  21  A  25  ANYS,368,319,687
PRINCEP DE VIANA - CLOT,DE  26  A  30  ANYS,347,341,688
PRINCEP DE VIANA - CLOT,DE  31  A  35  ANYS,382,364,746
PRINCEP DE VIANA - CLOT,DE  36  A  40  ANYS,496,404,900
PRINCEP DE VIANA - CLOT,DE  41  A  45  ANYS,473,385,858
PRINCEP DE VIANA - CLOT,DE  46  A  50  ANYS,475,446,921
PRINCEP DE VIANA - CLOT,DE  51  A  55  ANYS,428,466,894
PRINCEP DE VIANA - CLOT,DE  56  A  60  ANYS,356,359,715
PRINCEP DE VIANA - CLOT,DE  61  A  65  ANYS,275,326,601
PRINCEP DE VIANA - CLOT,DE  66  A  70  ANYS,258,346,604
PRINCEP DE VIANA - CLOT,DE  71  A  75  ANYS,209,275,484
PRINCEP DE VIANA - CLOT,DE  76  A  80  ANYS,138,228,366
PRINCEP DE VIANA - CLOT,MES   DE   80  ANYS,258,443,701
INSTITUTS - TEMPLERS,DE   0  A   5  ANYS,149,138,287
INSTITUTS - TEMPLERS,DE   6  A  10  ANYS,176,153,329
INSTITUTS - TEMPLERS,DE  11  A  15  ANYS,150,174,324
INSTITUTS - TEMPLERS,DE  16  A  20  ANYS,171,159,330
INSTITUTS - TEMPLERS,DE  21  A  25  ANYS,185,198,383
INSTITUTS - TEMPLERS,DE  26  A  30  ANYS,178,204,382
INSTITUTS - TEMPLERS,DE  31  A  35  ANYS,207,199,406
INSTITUTS - TEMPLERS,DE  36  A  40  ANYS,242,239,481
INSTITUTS - TEMPLERS,DE  41  A  45  ANYS,291,238,529
INSTITUTS - TEMPLERS,DE  46  A  50  ANYS,240,279,519
INSTITUTS - TEMPLERS,DE  51  A  55  ANYS,240,308,548
INSTITUTS - TEMPLERS,DE  56  A  60  ANYS,233,252,485
INSTITUTS - TEMPLERS,DE  61  A  65  ANYS,173,223,396
INSTITUTS - TEMPLERS,DE  66  A  70  ANYS,152,202,354
INSTITUTS - TEMPLERS,DE  71  A  75  ANYS,136,201,337
INSTITUTS - TEMPLERS,DE  76  A  80  ANYS,102,141,243
INSTITUTS - TEMPLERS,MES   DE   80  ANYS,167,287,454
XALETS - HUMBERT TORRES,DE   0  A   5  ANYS,67,91,158
XALETS - HUMBERT TORRES,DE   6  A  10  ANYS,64,99,163
XALETS - HUMBERT TORRES,DE  11  A  15  ANYS,77,75,152
XALETS - HUMBERT TORRES,DE  16  A  20  ANYS,113,76,189
XALETS - HUMBERT TORRES,DE  21  A  25  ANYS,124,95,219
XALETS - HUMBERT TORRES,DE  26  A  30  ANYS,113,102,215
XALETS - HUMBERT TORRES,DE  31  A  35  ANYS,125,125,250
XALETS - HUMBERT TORRES,DE  36  A  40  ANYS,175,115,290
XALETS - HUMBERT TORRES,DE  41  A  45  ANYS,151,129,280
XALETS - HUMBERT TORRES,DE  46  A  50  ANYS,134,141,275
XALETS - HUMBERT TORRES,DE  51  A  55  ANYS,135,139,274
XALETS - HUMBERT TORRES,DE  56  A  60  ANYS,111,156,267
XALETS - HUMBERT TORRES,DE  61  A  65  ANYS,138,149,287
XALETS - HUMBERT TORRES,DE  66  A  70  ANYS,123,160,283
XALETS - HUMBERT TORRES,DE  71  A  75  ANYS,116,120,236
XALETS - HUMBERT TORRES,DE  76  A  80  ANYS,67,131,198
XALETS - HUMBERT TORRES,MES   DE   80  ANYS,116,197,313
"CAMP D,ESPORTS",DE   0  A   5  ANYS,95,79,174
"CAMP D,ESPORTS",DE   6  A  10  ANYS,93,79,172
"CAMP D,ESPORTS",DE  11  A  15  ANYS,91,93,184
"CAMP D,ESPORTS",DE  16  A  20  ANYS,105,100,205
"CAMP D,ESPORTS",DE  21  A  25  ANYS,122,127,249
"CAMP D,ESPORTS",DE  26  A  30  ANYS,125,128,253
"CAMP D,ESPORTS",DE  31  A  35  ANYS,111,133,244
"CAMP D,ESPORTS",DE  36  A  40  ANYS,146,140,286
"CAMP D,ESPORTS",DE  41  A  45  ANYS,143,140,283
"CAMP D,ESPORTS",DE  46  A  50  ANYS,148,163,311
"CAMP D,ESPORTS",DE  51  A  55  ANYS,155,169,324
"CAMP D,ESPORTS",DE  56  A  60  ANYS,162,170,332
"CAMP D,ESPORTS",DE  61  A  65  ANYS,145,179,324
"CAMP D,ESPORTS",DE  66  A  70  ANYS,118,158,276
"CAMP D,ESPORTS",DE  71  A  75  ANYS,112,139,251
"CAMP D,ESPORTS",DE  76  A  80  ANYS,83,113,196
"CAMP D,ESPORTS",MES   DE   80  ANYS,115,246,361
JOC DE LA BOLA,DE   0  A   5  ANYS,57,54,111
JOC DE LA BOLA,DE   6  A  10  ANYS,77,71,148
JOC DE LA BOLA,DE  11  A  15  ANYS,79,87,166
JOC DE LA BOLA,DE  16  A  20  ANYS,114,126,240
JOC DE LA BOLA,DE  21  A  25  ANYS,125,140,265
JOC DE LA BOLA,DE  26  A  30  ANYS,107,83,190
JOC DE LA BOLA,DE  31  A  35  ANYS,66,59,125
JOC DE LA BOLA,DE  36  A  40  ANYS,64,69,133
JOC DE LA BOLA,DE  41  A  45  ANYS,85,95,180
JOC DE LA BOLA,DE  46  A  50  ANYS,103,108,211
JOC DE LA BOLA,DE  51  A  55  ANYS,146,233,379
JOC DE LA BOLA,DE  56  A  60  ANYS,171,173,344
JOC DE LA BOLA,DE  61  A  65  ANYS,105,132,237
JOC DE LA BOLA,DE  66  A  70  ANYS,99,117,216
JOC DE LA BOLA,DE  71  A  75  ANYS,65,68,133
JOC DE LA BOLA,DE  76  A  80  ANYS,34,43,77
JOC DE LA BOLA,MES   DE   80  ANYS,48,77,125
MARIOLA,DE   0  A   5  ANYS,391,392,783
MARIOLA,DE   6  A  10  ANYS,329,342,671
MARIOLA,DE  11  A  15  ANYS,289,279,568
MARIOLA,DE  16  A  20  ANYS,232,267,499
MARIOLA,DE  21  A  25  ANYS,310,300,610
MARIOLA,DE  26  A  30  ANYS,347,342,689
MARIOLA,DE  31  A  35  ANYS,435,378,813
MARIOLA,DE  36  A  40  ANYS,533,439,972
MARIOLA,DE  41  A  45  ANYS,492,315,807
MARIOLA,DE  46  A  50  ANYS,427,360,787
MARIOLA,DE  51  A  55  ANYS,382,375,757
MARIOLA,DE  56  A  60  ANYS,333,389,722
MARIOLA,DE  61  A  65  ANYS,316,318,634
MARIOLA,DE  66  A  70  ANYS,241,309,550
MARIOLA,DE  71  A  75  ANYS,224,269,493
MARIOLA,DE  76  A  80  ANYS,159,251,410
MARIOLA,MES   DE   80  ANYS,232,399,631
BALAFIA,DE   0  A   5  ANYS,533,496,1029
BALAFIA,DE   6  A  10  ANYS,611,558,1169
BALAFIA,DE  11  A  15  ANYS,399,411,810
BALAFIA,DE  16  A  20  ANYS,319,274,593
BALAFIA,DE  21  A  25  ANYS,318,292,610
BALAFIA,DE  26  A  30  ANYS,305,347,652
BALAFIA,DE  31  A  35  ANYS,448,514,962
BALAFIA,DE  36  A  40  ANYS,808,741,1549
BALAFIA,DE  41  A  45  ANYS,815,759,1574
BALAFIA,DE  46  A  50  ANYS,631,555,1186
BALAFIA,DE  51  A  55  ANYS,468,449,917
BALAFIA,DE  56  A  60  ANYS,395,357,752
BALAFIA,DE  61  A  65  ANYS,273,289,562
BALAFIA,DE  66  A  70  ANYS,234,282,516
BALAFIA,DE  71  A  75  ANYS,179,260,439
BALAFIA,DE  76  A  80  ANYS,147,190,337
BALAFIA,MES   DE   80  ANYS,202,346,548
SECA DE SANT PERE,DE   0  A   5  ANYS,112,119,231
SECA DE SANT PERE,DE   6  A  10  ANYS,126,148,274
SECA DE SANT PERE,DE  11  A  15  ANYS,131,136,267
SECA DE SANT PERE,DE  16  A  20  ANYS,104,102,206
SECA DE SANT PERE,DE  21  A  25  ANYS,121,86,207
SECA DE SANT PERE,DE  26  A  30  ANYS,92,96,188
SECA DE SANT PERE,DE  31  A  35  ANYS,113,108,221
SECA DE SANT PERE,DE  36  A  40  ANYS,166,171,337
SECA DE SANT PERE,DE  41  A  45  ANYS,187,181,368
SECA DE SANT PERE,DE  46  A  50  ANYS,180,141,321
SECA DE SANT PERE,DE  51  A  55  ANYS,137,123,260
SECA DE SANT PERE,DE  56  A  60  ANYS,111,109,220
SECA DE SANT PERE,DE  61  A  65  ANYS,88,83,171
SECA DE SANT PERE,DE  66  A  70  ANYS,67,88,155
SECA DE SANT PERE,DE  71  A  75  ANYS,69,89,158
SECA DE SANT PERE,DE  76  A  80  ANYS,45,65,110
SECA DE SANT PERE,MES   DE   80  ANYS,51,80,131
PARDINYES,DE   0  A   5  ANYS,420,395,815
PARDINYES,DE   6  A  10  ANYS,440,404,844
PARDINYES,DE  11  A  15  ANYS,450,417,867
PARDINYES,DE  16  A  20  ANYS,382,307,689
PARDINYES,DE  21  A  25  ANYS,343,306,649
PARDINYES,DE  26  A  30  ANYS,336,333,669
PARDINYES,DE  31  A  35  ANYS,381,384,765
PARDINYES,DE  36  A  40  ANYS,583,597,1180
PARDINYES,DE  41  A  45  ANYS,624,652,1276
PARDINYES,DE  46  A  50  ANYS,666,616,1282
PARDINYES,DE  51  A  55  ANYS,540,508,1048
PARDINYES,DE  56  A  60  ANYS,397,394,791
PARDINYES,DE  61  A  65  ANYS,295,290,585
PARDINYES,DE  66  A  70  ANYS,221,240,461
PARDINYES,DE  71  A  75  ANYS,121,196,317
PARDINYES,DE  76  A  80  ANYS,97,151,248
PARDINYES,MES   DE   80  ANYS,163,291,454
CAPPONT,DE   0  A   5  ANYS,417,414,831
CAPPONT,DE   6  A  10  ANYS,355,349,704
CAPPONT,DE  11  A  15  ANYS,283,275,558
CAPPONT,DE  16  A  20  ANYS,310,272,582
CAPPONT,DE  21  A  25  ANYS,317,287,604
CAPPONT,DE  26  A  30  ANYS,352,334,686
CAPPONT,DE  31  A  35  ANYS,470,455,925
CAPPONT,DE  36  A  40  ANYS,597,584,1181
CAPPONT,DE  41  A  45  ANYS,554,524,1078
CAPPONT,DE  46  A  50  ANYS,472,490,962
CAPPONT,DE  51  A  55  ANYS,469,464,933
CAPPONT,DE  56  A  60  ANYS,375,386,761
CAPPONT,DE  61  A  65  ANYS,309,330,639
CAPPONT,DE  66  A  70  ANYS,242,304,546
CAPPONT,DE  71  A  75  ANYS,181,240,421
CAPPONT,DE  76  A  80  ANYS,124,201,325
CAPPONT,MES   DE   80  ANYS,214,360,574
LA BORDETA,DE   0  A   5  ANYS,510,410,920
LA BORDETA,DE   6  A  10  ANYS,487,400,887
LA BORDETA,DE  11  A  15  ANYS,421,396,817
LA BORDETA,DE  16  A  20  ANYS,388,352,740
LA BORDETA,DE  21  A  25  ANYS,374,331,705
LA BORDETA,DE  26  A  30  ANYS,324,358,682
LA BORDETA,DE  31  A  35  ANYS,457,453,910
LA BORDETA,DE  36  A  40  ANYS,632,636,1268
LA BORDETA,DE  41  A  45  ANYS,683,661,1344
LA BORDETA,DE  46  A  50  ANYS,561,533,1094
LA BORDETA,DE  51  A  55  ANYS,572,477,1049
LA BORDETA,DE  56  A  60  ANYS,374,404,778
LA BORDETA,DE  61  A  65  ANYS,297,321,618
LA BORDETA,DE  66  A  70  ANYS,250,260,510
LA BORDETA,DE  71  A  75  ANYS,192,194,386
LA BORDETA,DE  76  A  80  ANYS,117,167,284
LA BORDETA,MES   DE   80  ANYS,170,288,458
MAGRANERS,DE   0  A   5  ANYS,84,69,153
MAGRANERS,DE   6  A  10  ANYS,84,66,150
MAGRANERS,DE  11  A  15  ANYS,86,65,151
MAGRANERS,DE  16  A  20  ANYS,69,80,149
MAGRANERS,DE  21  A  25  ANYS,91,82,173
MAGRANERS,DE  26  A  30  ANYS,100,97,197
MAGRANERS,DE  31  A  35  ANYS,101,103,204
MAGRANERS,DE  36  A  40  ANYS,113,94,207
MAGRANERS,DE  41  A  45  ANYS,100,90,190
MAGRANERS,DE  46  A  50  ANYS,113,114,227
MAGRANERS,DE  51  A  55  ANYS,98,89,187
MAGRANERS,DE  56  A  60  ANYS,83,86,169
MAGRANERS,DE  61  A  65  ANYS,68,50,118
MAGRANERS,DE  66  A  70  ANYS,52,64,116
MAGRANERS,DE  71  A  75  ANYS,36,41,77
MAGRANERS,DE  76  A  80  ANYS,36,42,78
MAGRANERS,MES   DE   80  ANYS,40,75,115
CAPPONT-POLIGON-VILANOV.,DE   0  A   5  ANYS,169,159,328
CAPPONT-POLIGON-VILANOV.,DE   6  A  10  ANYS,130,119,249
CAPPONT-POLIGON-VILANOV.,DE  11  A  15  ANYS,59,73,132
CAPPONT-POLIGON-VILANOV.,DE  16  A  20  ANYS,51,62,113
CAPPONT-POLIGON-VILANOV.,DE  21  A  25  ANYS,65,66,131
CAPPONT-POLIGON-VILANOV.,DE  26  A  30  ANYS,84,105,189
CAPPONT-POLIGON-VILANOV.,DE  31  A  35  ANYS,171,161,332
CAPPONT-POLIGON-VILANOV.,DE  36  A  40  ANYS,202,202,404
CAPPONT-POLIGON-VILANOV.,DE  41  A  45  ANYS,168,168,336
CAPPONT-POLIGON-VILANOV.,DE  46  A  50  ANYS,132,104,236
CAPPONT-POLIGON-VILANOV.,DE  51  A  55  ANYS,107,104,211
CAPPONT-POLIGON-VILANOV.,DE  56  A  60  ANYS,92,79,171
CAPPONT-POLIGON-VILANOV.,DE  61  A  65  ANYS,61,77,138
CAPPONT-POLIGON-VILANOV.,DE  66  A  70  ANYS,45,38,83
CAPPONT-POLIGON-VILANOV.,DE  71  A  75  ANYS,22,39,61
CAPPONT-POLIGON-VILANOV.,DE  76  A  80  ANYS,16,21,37
CAPPONT-POLIGON-VILANOV.,MES   DE   80  ANYS,22,33,55
BUTSENIT,DE   0  A   5  ANYS,17,15,32
BUTSENIT,DE   6  A  10  ANYS,21,19,40
BUTSENIT,DE  11  A  15  ANYS,33,28,61
BUTSENIT,DE  16  A  20  ANYS,33,20,53
BUTSENIT,DE  21  A  25  ANYS,29,37,66
BUTSENIT,DE  26  A  30  ANYS,27,32,59
BUTSENIT,DE  31  A  35  ANYS,38,30,68
BUTSENIT,DE  36  A  40  ANYS,46,33,79
BUTSENIT,DE  41  A  45  ANYS,50,41,91
BUTSENIT,DE  46  A  50  ANYS,43,46,89
BUTSENIT,DE  51  A  55  ANYS,79,58,137
BUTSENIT,DE  56  A  60  ANYS,47,50,97
BUTSENIT,DE  61  A  65  ANYS,40,47,87
BUTSENIT,DE  66  A  70  ANYS,59,63,122
BUTSENIT,DE  71  A  75  ANYS,46,53,99
BUTSENIT,DE  76  A  80  ANYS,35,43,78
BUTSENIT,MES   DE   80  ANYS,52,78,130
TORRES DE SANUI,DE   0  A   5  ANYS,79,68,147
TORRES DE SANUI,DE   6  A  10  ANYS,80,84,164
TORRES DE SANUI,DE  11  A  15  ANYS,83,92,175
TORRES DE SANUI,DE  16  A  20  ANYS,84,73,157
TORRES DE SANUI,DE  21  A  25  ANYS,104,91,195
TORRES DE SANUI,DE  26  A  30  ANYS,81,65,146
TORRES DE SANUI,DE  31  A  35  ANYS,75,81,156
TORRES DE SANUI,DE  36  A  40  ANYS,65,82,147
TORRES DE SANUI,DE  41  A  45  ANYS,97,102,199
TORRES DE SANUI,DE  46  A  50  ANYS,104,106,210
TORRES DE SANUI,DE  51  A  55  ANYS,118,119,237
TORRES DE SANUI,DE  56  A  60  ANYS,102,137,239
TORRES DE SANUI,DE  61  A  65  ANYS,97,97,194
TORRES DE SANUI,DE  66  A  70  ANYS,78,72,150
TORRES DE SANUI,DE  71  A  75  ANYS,52,42,94
TORRES DE SANUI,DE  76  A  80  ANYS,29,30,59
TORRES DE SANUI,MES   DE   80  ANYS,39,59,98
"BASSES D,ALPICAT",DE   0  A   5  ANYS,27,30,57
"BASSES D,ALPICAT",DE   6  A  10  ANYS,36,38,74
"BASSES D,ALPICAT",DE  11  A  15  ANYS,49,58,107
"BASSES D,ALPICAT",DE  16  A  20  ANYS,58,56,114
"BASSES D,ALPICAT",DE  21  A  25  ANYS,62,53,115
"BASSES D,ALPICAT",DE  26  A  30  ANYS,40,42,82
"BASSES D,ALPICAT",DE  31  A  35  ANYS,39,29,68
"BASSES D,ALPICAT",DE  36  A  40  ANYS,51,39,90
"BASSES D,ALPICAT",DE  41  A  45  ANYS,53,57,110
"BASSES D,ALPICAT",DE  46  A  50  ANYS,78,63,141
"BASSES D,ALPICAT",DE  51  A  55  ANYS,86,82,168
"BASSES D,ALPICAT",DE  56  A  60  ANYS,77,76,153
"BASSES D,ALPICAT",DE  61  A  65  ANYS,86,68,154
"BASSES D,ALPICAT",DE  66  A  70  ANYS,61,52,113
"BASSES D,ALPICAT",DE  71  A  75  ANYS,36,40,76
"BASSES D,ALPICAT",DE  76  A  80  ANYS,25,38,63
"BASSES D,ALPICAT",MES   DE   80  ANYS,48,73,121
LLIVIA,DE   0  A   5  ANYS,55,44,99
LLIVIA,DE   6  A  10  ANYS,42,48,90
LLIVIA,DE  11  A  15  ANYS,36,23,59
LLIVIA,DE  16  A  20  ANYS,36,28,64
LLIVIA,DE  21  A  25  ANYS,35,42,77
LLIVIA,DE  26  A  30  ANYS,43,61,104
LLIVIA,DE  31  A  35  ANYS,57,49,106
LLIVIA,DE  36  A  40  ANYS,73,62,135
LLIVIA,DE  41  A  45  ANYS,67,51,118
LLIVIA,DE  46  A  50  ANYS,63,60,123
LLIVIA,DE  51  A  55  ANYS,64,48,112
LLIVIA,DE  56  A  60  ANYS,47,43,90
LLIVIA,DE  61  A  65  ANYS,37,51,88
LLIVIA,DE  66  A  70  ANYS,32,45,77
LLIVIA,DE  71  A  75  ANYS,40,33,73
LLIVIA,DE  76  A  80  ANYS,22,34,56
LLIVIA,MES   DE   80  ANYS,53,73,126
RAIMAT - SUCHS,DE   0  A   5  ANYS,32,30,62
RAIMAT - SUCHS,DE   6  A  10  ANYS,33,37,70
RAIMAT - SUCHS,DE  11  A  15  ANYS,36,42,78
RAIMAT - SUCHS,DE  16  A  20  ANYS,27,31,58
RAIMAT - SUCHS,DE  21  A  25  ANYS,27,11,38
RAIMAT - SUCHS,DE  26  A  30  ANYS,31,16,47
RAIMAT - SUCHS,DE  31  A  35  ANYS,21,26,47
RAIMAT - SUCHS,DE  36  A  40  ANYS,44,38,82
RAIMAT - SUCHS,DE  41  A  45  ANYS,46,36,82
RAIMAT - SUCHS,DE  46  A  50  ANYS,35,43,78
RAIMAT - SUCHS,DE  51  A  55  ANYS,42,28,70
RAIMAT - SUCHS,DE  56  A  60  ANYS,27,33,60
RAIMAT - SUCHS,DE  61  A  65  ANYS,28,38,66
RAIMAT - SUCHS,DE  66  A  70  ANYS,32,32,64
RAIMAT - SUCHS,DE  71  A  75  ANYS,25,28,53
RAIMAT - SUCHS,DE  76  A  80  ANYS,19,32,51
RAIMAT - SUCHS,MES   DE   80  ANYS,35,33,68
