NOM BARRI;EDATS;TOTAL HOMES;TOTAL DONES;TOTAL
UNIVERSITAT;DE  41  A  45  ANYS;445;395;840
UNIVERSITAT;DE  46  A  50  ANYS;387;420;807
UNIVERSITAT;DE  51  A  55  ANYS;409;468;877
UNIVERSITAT;DE  56  A  60  ANYS;349;426;775
UNIVERSITAT;DE  61  A  65  ANYS;289;378;667
UNIVERSITAT;DE  66  A  70  ANYS;289;341;630
UNIVERSITAT;DE  71  A  75  ANYS;178;240;418
UNIVERSITAT;DE  76  A  80  ANYS;200;303;503
UNIVERSITAT;MES   DE   80  ANYS;279;593;872
PRINCEP DE VIANA - CLOT;DE   0  A   5  ANYS;323;340;663
PRINCEP DE VIANA - CLOT;DE   6  A  10  ANYS;272;252;524
PRINCEP DE VIANA - CLOT;DE  11  A  15  ANYS;274;251;525
PRINCEP DE VIANA - CLOT;DE  16  A  20  ANYS;327;268;595
PRINCEP DE VIANA - CLOT;DE  21  A  25  ANYS;366;377;743
PRINCEP DE VIANA - CLOT;DE  26  A  30  ANYS;431;391;822
PRINCEP DE VIANA - CLOT;DE  31  A  35  ANYS;548;432;980
PRINCEP DE VIANA - CLOT;DE  36  A  40  ANYS;522;422;944
PRINCEP DE VIANA - CLOT;DE  41  A  45  ANYS;492;442;934
PRINCEP DE VIANA - CLOT;DE  46  A  50  ANYS;465;477;942
PRINCEP DE VIANA - CLOT;DE  51  A  55  ANYS;400;396;796
PRINCEP DE VIANA - CLOT;DE  56  A  60  ANYS;314;347;661
PRINCEP DE VIANA - CLOT;DE  61  A  65  ANYS;265;347;612
PRINCEP DE VIANA - CLOT;DE  66  A  70  ANYS;250;296;546
PRINCEP DE VIANA - CLOT;DE  71  A  75  ANYS;154;239;393
PRINCEP DE VIANA - CLOT;DE  76  A  80  ANYS;188;278;466
PRINCEP DE VIANA - CLOT;MES   DE   80  ANYS;223;414;637
INSTITUTS - TEMPLERS;DE   0  A   5  ANYS;188;180;368
INSTITUTS - TEMPLERS;DE   6  A  10  ANYS;152;175;327
INSTITUTS - TEMPLERS;DE  11  A  15  ANYS;153;145;298
INSTITUTS - TEMPLERS;DE  16  A  20  ANYS;175;179;354
INSTITUTS - TEMPLERS;DE  21  A  25  ANYS;214;225;439
INSTITUTS - TEMPLERS;DE  26  A  30  ANYS;241;204;445
INSTITUTS - TEMPLERS;DE  31  A  35  ANYS;257;260;517
INSTITUTS - TEMPLERS;DE  36  A  40  ANYS;329;252;581
INSTITUTS - TEMPLERS;DE  41  A  45  ANYS;265;268;533
INSTITUTS - TEMPLERS;DE  46  A  50  ANYS;274;321;595
INSTITUTS - TEMPLERS;DE  51  A  55  ANYS;240;273;513
INSTITUTS - TEMPLERS;DE  56  A  60  ANYS;205;224;429
INSTITUTS - TEMPLERS;DE  61  A  65  ANYS;159;209;368
INSTITUTS - TEMPLERS;DE  66  A  70  ANYS;161;206;367
INSTITUTS - TEMPLERS;DE  71  A  75  ANYS;113;153;266
INSTITUTS - TEMPLERS;DE  76  A  80  ANYS;121;158;279
INSTITUTS - TEMPLERS;MES   DE   80  ANYS;150;263;413
XALETS - HUMBERT TORRES;DE   0  A   5  ANYS;105;111;216
XALETS - HUMBERT TORRES;DE   6  A  10  ANYS;72;87;159
XALETS - HUMBERT TORRES;DE  11  A  15  ANYS;91;71;162
XALETS - HUMBERT TORRES;DE  16  A  20  ANYS;114;86;200
XALETS - HUMBERT TORRES;DE  21  A  25  ANYS;127;111;238
XALETS - HUMBERT TORRES;DE  26  A  30  ANYS;158;145;303
XALETS - HUMBERT TORRES;DE  31  A  35  ANYS;192;145;337
XALETS - HUMBERT TORRES;DE  36  A  40  ANYS;142;130;272
XALETS - HUMBERT TORRES;DE  41  A  45  ANYS;147;153;300
XALETS - HUMBERT TORRES;DE  46  A  50  ANYS;131;130;261
XALETS - HUMBERT TORRES;DE  51  A  55  ANYS;102;157;259
XALETS - HUMBERT TORRES;DE  56  A  60  ANYS;147;167;314
XALETS - HUMBERT TORRES;DE  61  A  65  ANYS;128;160;288
XALETS - HUMBERT TORRES;DE  66  A  70  ANYS;127;141;268
XALETS - HUMBERT TORRES;DE  71  A  75  ANYS;91;134;225
XALETS - HUMBERT TORRES;DE  76  A  80  ANYS;70;112;182
XALETS - HUMBERT TORRES;MES   DE   80  ANYS;89;187;276
CAMP D,ESPORTS;DE   0  A   5  ANYS;102;99;201
CAMP D,ESPORTS;DE   6  A  10  ANYS;102;93;195
CAMP D,ESPORTS;DE  11  A  15  ANYS;99;95;194
CAMP D,ESPORTS;DE  16  A  20  ANYS;99;130;229
CAMP D,ESPORTS;DE  21  A  25  ANYS;151;140;291
CAMP D,ESPORTS;DE  26  A  30  ANYS;137;159;296
CAMP D,ESPORTS;DE  31  A  35  ANYS;170;153;323
CAMP D,ESPORTS;DE  36  A  40  ANYS;160;150;310
CAMP D,ESPORTS;DE  41  A  45  ANYS;169;163;332
CAMP D,ESPORTS;DE  46  A  50  ANYS;160;177;337
CAMP D,ESPORTS;DE  51  A  55  ANYS;167;168;335
CAMP D,ESPORTS;DE  56  A  60  ANYS;162;177;339
CAMP D,ESPORTS;DE  61  A  65  ANYS;124;169;293
CAMP D,ESPORTS;DE  66  A  70  ANYS;127;136;263
CAMP D,ESPORTS;DE  71  A  75  ANYS;90;135;225
CAMP D,ESPORTS;DE  76  A  80  ANYS;72;120;192
CAMP D,ESPORTS;MES   DE   80  ANYS;112;205;317
JOC DE LA BOLA;DE   0  A   5  ANYS;93;78;171
JOC DE LA BOLA;DE   6  A  10  ANYS;63;78;141
JOC DE LA BOLA;DE  11  A  15  ANYS;96;108;204
JOC DE LA BOLA;DE  16  A  20  ANYS;123;146;269
JOC DE LA BOLA;DE  21  A  25  ANYS;129;111;240
JOC DE LA BOLA;DE  26  A  30  ANYS;96;78;174
JOC DE LA BOLA;DE  31  A  35  ANYS;85;79;164
JOC DE LA BOLA;DE  36  A  40  ANYS;75;94;169
JOC DE LA BOLA;DE  41  A  45  ANYS;96;105;201
JOC DE LA BOLA;DE  46  A  50  ANYS;130;196;326
JOC DE LA BOLA;DE  51  A  55  ANYS;181;203;384
JOC DE LA BOLA;DE  56  A  60  ANYS;122;134;256
JOC DE LA BOLA;DE  61  A  65  ANYS;112;127;239
JOC DE LA BOLA;DE  66  A  70  ANYS;78;70;148
JOC DE LA BOLA;DE  71  A  75  ANYS;40;44;84
JOC DE LA BOLA;DE  76  A  80  ANYS;30;46;76
JOC DE LA BOLA;MES   DE   80  ANYS;34;65;99
MARIOLA;DE   0  A   5  ANYS;435;429;864
MARIOLA;DE   6  A  10  ANYS;290;327;617
MARIOLA;DE  11  A  15  ANYS;238;247;485
MARIOLA;DE  16  A  20  ANYS;289;275;564
MARIOLA;DE  21  A  25  ANYS;380;380;760
MARIOLA;DE  26  A  30  ANYS;472;424;896
MARIOLA;DE  31  A  35  ANYS;527;442;969
MARIOLA;DE  36  A  40  ANYS;553;350;903
MARIOLA;DE  41  A  45  ANYS;442;364;806
MARIOLA;DE  46  A  50  ANYS;400;389;789
MARIOLA;DE  51  A  55  ANYS;374;378;752
MARIOLA;DE  56  A  60  ANYS;352;357;709
MARIOLA;DE  61  A  65  ANYS;264;305;569
MARIOLA;DE  66  A  70  ANYS;254;287;541
MARIOLA;DE  71  A  75  ANYS;195;274;469
MARIOLA;DE  76  A  80  ANYS;189;261;450
MARIOLA;MES   DE   80  ANYS;202;342;544
BALAFIA;DE   0  A   5  ANYS;687;658;1345
BALAFIA;DE   6  A  10  ANYS;478;480;958
BALAFIA;DE  11  A  15  ANYS;319;271;590
BALAFIA;DE  16  A  20  ANYS;305;287;592
BALAFIA;DE  21  A  25  ANYS;333;323;656
BALAFIA;DE  26  A  30  ANYS;392;469;861
BALAFIA;DE  31  A  35  ANYS;750;700;1450
BALAFIA;DE  36  A  40  ANYS;863;796;1659
BALAFIA;DE  41  A  45  ANYS;702;577;1279
BALAFIA;DE  46  A  50  ANYS;537;494;1031
BALAFIA;DE  51  A  55  ANYS;405;385;790
BALAFIA;DE  56  A  60  ANYS;310;318;628
BALAFIA;DE  61  A  65  ANYS;268;258;526
BALAFIA;DE  66  A  70  ANYS;197;270;467
BALAFIA;DE  71  A  75  ANYS;153;201;354
BALAFIA;DE  76  A  80  ANYS;145;204;349
BALAFIA;MES   DE   80  ANYS;196;341;537
SECA DE SANT PERE;DE   0  A   5  ANYS;138;159;297
SECA DE SANT PERE;DE   6  A  10  ANYS;113;135;248
SECA DE SANT PERE;DE  11  A  15  ANYS;115;108;223
SECA DE SANT PERE;DE  16  A  20  ANYS;120;87;207
SECA DE SANT PERE;DE  21  A  25  ANYS;126;105;231
SECA DE SANT PERE;DE  26  A  30  ANYS;113;128;241
SECA DE SANT PERE;DE  31  A  35  ANYS;157;168;325
SECA DE SANT PERE;DE  36  A  40  ANYS;186;177;363
SECA DE SANT PERE;DE  41  A  45  ANYS;196;175;371
SECA DE SANT PERE;DE  46  A  50  ANYS;156;121;277
SECA DE SANT PERE;DE  51  A  55  ANYS;118;127;245
SECA DE SANT PERE;DE  56  A  60  ANYS;99;81;180
SECA DE SANT PERE;DE  61  A  65  ANYS;80;91;171
SECA DE SANT PERE;DE  66  A  70  ANYS;80;86;166
SECA DE SANT PERE;DE  71  A  75  ANYS;50;67;117
SECA DE SANT PERE;DE  76  A  80  ANYS;52;72;124
SECA DE SANT PERE;MES   DE   80  ANYS;35;78;113
PARDINYES;DE   0  A   5  ANYS;556;516;1072
PARDINYES;DE   6  A  10  ANYS;467;424;891
PARDINYES;DE  11  A  15  ANYS;391;344;735
PARDINYES;DE  16  A  20  ANYS;331;310;641
PARDINYES;DE  21  A  25  ANYS;346;325;671
PARDINYES;DE  26  A  30  ANYS;405;387;792
PARDINYES;DE  31  A  35  ANYS;572;590;1162
PARDINYES;DE  36  A  40  ANYS;672;685;1357
PARDINYES;DE  41  A  45  ANYS;704;626;1330
PARDINYES;DE  46  A  50  ANYS;603;550;1153
PARDINYES;DE  51  A  55  ANYS;461;448;909
PARDINYES;DE  56  A  60  ANYS;326;321;647
PARDINYES;DE  61  A  65  ANYS;218;247;465
PARDINYES;DE  66  A  70  ANYS;155;219;374
PARDINYES;DE  71  A  75  ANYS;99;156;255
PARDINYES;DE  76  A  80  ANYS;111;176;287
PARDINYES;MES   DE   80  ANYS;135;226;361
CAPPONT;DE   0  A   5  ANYS;503;433;936
CAPPONT;DE   6  A  10  ANYS;298;286;584
CAPPONT;DE  11  A  15  ANYS;304;280;584
CAPPONT;DE  16  A  20  ANYS;263;262;525
CAPPONT;DE  21  A  25  ANYS;318;332;650
CAPPONT;DE  26  A  30  ANYS;453;443;896
CAPPONT;DE  31  A  35  ANYS;576;600;1176
CAPPONT;DE  36  A  40  ANYS;593;546;1139
CAPPONT;DE  41  A  45  ANYS;516;476;992
CAPPONT;DE  46  A  50  ANYS;481;473;954
CAPPONT;DE  51  A  55  ANYS;418;399;817
CAPPONT;DE  56  A  60  ANYS;331;351;682
CAPPONT;DE  61  A  65  ANYS;259;301;560
CAPPONT;DE  66  A  70  ANYS;217;261;478
CAPPONT;DE  71  A  75  ANYS;136;192;328
CAPPONT;DE  76  A  80  ANYS;152;233;385
CAPPONT;MES   DE   80  ANYS;191;316;507
LA BORDETA;DE   0  A   5  ANYS;568;462;1030
LA BORDETA;DE   6  A  10  ANYS;420;413;833
LA BORDETA;DE  11  A  15  ANYS;372;379;751
LA BORDETA;DE  16  A  20  ANYS;367;321;688
LA BORDETA;DE  21  A  25  ANYS;350;341;691
LA BORDETA;DE  26  A  30  ANYS;441;433;874
LA BORDETA;DE  31  A  35  ANYS;634;595;1229
LA BORDETA;DE  36  A  40  ANYS;704;660;1364
LA BORDETA;DE  41  A  45  ANYS;626;558;1184
LA BORDETA;DE  46  A  50  ANYS;560;503;1063
LA BORDETA;DE  51  A  55  ANYS;439;427;866
LA BORDETA;DE  56  A  60  ANYS;331;349;680
LA BORDETA;DE  61  A  65  ANYS;283;285;568
LA BORDETA;DE  66  A  70  ANYS;212;212;424
LA BORDETA;DE  71  A  75  ANYS;126;181;307
LA BORDETA;DE  76  A  80  ANYS;128;173;301
LA BORDETA;MES   DE   80  ANYS;146;246;392
MAGRANERS;DE   0  A   5  ANYS;90;65;155
MAGRANERS;DE   6  A  10  ANYS;91;63;154
MAGRANERS;DE  11  A  15  ANYS;66;70;136
MAGRANERS;DE  16  A  20  ANYS;75;66;141
MAGRANERS;DE  21  A  25  ANYS;90;89;179
MAGRANERS;DE  26  A  30  ANYS;96;100;196
MAGRANERS;DE  31  A  35  ANYS;104;99;203
MAGRANERS;DE  36  A  40  ANYS;105;88;193
MAGRANERS;DE  41  A  45  ANYS;120;113;233
MAGRANERS;DE  46  A  50  ANYS;97;96;193
MAGRANERS;DE  51  A  55  ANYS;92;78;170
MAGRANERS;DE  56  A  60  ANYS;76;64;140
MAGRANERS;DE  61  A  65  ANYS;58;61;119
MAGRANERS;DE  66  A  70  ANYS;52;46;98
MAGRANERS;DE  71  A  75  ANYS;36;46;82
MAGRANERS;DE  76  A  80  ANYS;50;56;106
MAGRANERS;MES   DE   80  ANYS;30;66;96
CAPPONT-POLIGON-VILANOV.;DE   0  A   5  ANYS;167;164;331
CAPPONT-POLIGON-VILANOV.;DE   6  A  10  ANYS;73;92;165
CAPPONT-POLIGON-VILANOV.;DE  11  A  15  ANYS;41;51;92
CAPPONT-POLIGON-VILANOV.;DE  16  A  20  ANYS;44;60;104
CAPPONT-POLIGON-VILANOV.;DE  21  A  25  ANYS;60;69;129
CAPPONT-POLIGON-VILANOV.;DE  26  A  30  ANYS;130;138;268
CAPPONT-POLIGON-VILANOV.;DE  31  A  35  ANYS;190;173;363
CAPPONT-POLIGON-VILANOV.;DE  36  A  40  ANYS;172;160;332
CAPPONT-POLIGON-VILANOV.;DE  41  A  45  ANYS;134;103;237
CAPPONT-POLIGON-VILANOV.;DE  46  A  50  ANYS;101;97;198
CAPPONT-POLIGON-VILANOV.;DE  51  A  55  ANYS;84;87;171
CAPPONT-POLIGON-VILANOV.;DE  56  A  60  ANYS;77;70;147
CAPPONT-POLIGON-VILANOV.;DE  61  A  65  ANYS;47;45;92
CAPPONT-POLIGON-VILANOV.;DE  66  A  70  ANYS;29;39;68
CAPPONT-POLIGON-VILANOV.;DE  71  A  75  ANYS;19;18;37
CAPPONT-POLIGON-VILANOV.;DE  76  A  80  ANYS;14;17;31
CAPPONT-POLIGON-VILANOV.;MES   DE   80  ANYS;19;29;48
BUTSENIT;DE   0  A   5  ANYS;25;19;44
BUTSENIT;DE   6  A  10  ANYS;30;30;60
BUTSENIT;DE  11  A  15  ANYS;39;21;60
BUTSENIT;DE  16  A  20  ANYS;33;41;74
BUTSENIT;DE  21  A  25  ANYS;35;33;68
BUTSENIT;DE  26  A  30  ANYS;37;39;76
BUTSENIT;DE  31  A  35  ANYS;47;28;75
BUTSENIT;DE  36  A  40  ANYS;45;47;92
BUTSENIT;DE  41  A  45  ANYS;46;50;96
BUTSENIT;DE  46  A  50  ANYS;74;57;131
BUTSENIT;DE  51  A  55  ANYS;57;51;108
BUTSENIT;DE  56  A  60  ANYS;37;48;85
BUTSENIT;DE  61  A  65  ANYS;63;66;129
BUTSENIT;DE  66  A  70  ANYS;53;60;113
BUTSENIT;DE  71  A  75  ANYS;41;39;80
BUTSENIT;DE  76  A  80  ANYS;29;55;84
BUTSENIT;MES   DE   80  ANYS;62;75;137
TORRES DE SANUI;DE   0  A   5  ANYS;80;72;152
TORRES DE SANUI;DE   6  A  10  ANYS;80;90;170
TORRES DE SANUI;DE  11  A  15  ANYS;87;75;162
TORRES DE SANUI;DE  16  A  20  ANYS;85;80;165
TORRES DE SANUI;DE  21  A  25  ANYS;90;73;163
TORRES DE SANUI;DE  26  A  30  ANYS;81;69;150
TORRES DE SANUI;DE  31  A  35  ANYS;66;67;133
TORRES DE SANUI;DE  36  A  40  ANYS;98;95;193
TORRES DE SANUI;DE  41  A  45  ANYS;86;105;191
TORRES DE SANUI;DE  46  A  50  ANYS;108;110;218
TORRES DE SANUI;DE  51  A  55  ANYS;120;139;259
TORRES DE SANUI;DE  56  A  60  ANYS;102;111;213
TORRES DE SANUI;DE  61  A  65  ANYS;88;70;158
TORRES DE SANUI;DE  66  A  70  ANYS;59;48;107
TORRES DE SANUI;DE  71  A  75  ANYS;36;27;63
TORRES DE SANUI;DE  76  A  80  ANYS;24;30;54
TORRES DE SANUI;MES   DE   80  ANYS;27;56;83
BASSES D,ALPICAT;DE   0  A   5  ANYS;43;36;79
BASSES D,ALPICAT;DE   6  A  10  ANYS;43;56;99
BASSES D,ALPICAT;DE  11  A  15  ANYS;55;65;120
BASSES D,ALPICAT;DE  16  A  20  ANYS;64;64;128
BASSES D,ALPICAT;DE  21  A  25  ANYS;54;58;112
BASSES D,ALPICAT;DE  26  A  30  ANYS;47;45;92
BASSES D,ALPICAT;DE  31  A  35  ANYS;56;38;94
BASSES D,ALPICAT;DE  36  A  40  ANYS;44;54;98
BASSES D,ALPICAT;DE  41  A  45  ANYS;68;66;134
BASSES D,ALPICAT;DE  46  A  50  ANYS;82;75;157
BASSES D,ALPICAT;DE  51  A  55  ANYS;86;73;159
BASSES D,ALPICAT;DE  56  A  60  ANYS;99;82;181
BASSES D,ALPICAT;DE  61  A  65  ANYS;65;56;121
BASSES D,ALPICAT;DE  66  A  70  ANYS;48;42;90
BASSES D,ALPICAT;DE  71  A  75  ANYS;26;44;70
BASSES D,ALPICAT;DE  76  A  80  ANYS;38;29;67
BASSES D,ALPICAT;MES   DE   80  ANYS;43;62;105
LLIVIA;DE   0  A   5  ANYS;49;49;98
LLIVIA;DE   6  A  10  ANYS;38;26;64
LLIVIA;DE  11  A  15  ANYS;39;29;68
LLIVIA;DE  16  A  20  ANYS;25;28;53
LLIVIA;DE  21  A  25  ANYS;36;39;75
LLIVIA;DE  26  A  30  ANYS;67;52;119
LLIVIA;DE  31  A  35  ANYS;67;54;121
LLIVIA;DE  36  A  40  ANYS;64;52;116
LLIVIA;DE  41  A  45  ANYS;53;65;118
LLIVIA;DE  46  A  50  ANYS;61;47;108
LLIVIA;DE  51  A  55  ANYS;57;52;109
LLIVIA;DE  56  A  60  ANYS;45;39;84
LLIVIA;DE  61  A  65  ANYS;37;53;90
LLIVIA;DE  66  A  70  ANYS;47;39;86
LLIVIA;DE  71  A  75  ANYS;29;31;60
LLIVIA;DE  76  A  80  ANYS;35;57;92
LLIVIA;MES   DE   80  ANYS;49;87;136
RAIMAT - SUCHS;DE   0  A   5  ANYS;33;39;72
RAIMAT - SUCHS;DE   6  A  10  ANYS;29;35;64
RAIMAT - SUCHS;DE  11  A  15  ANYS;27;30;57
RAIMAT - SUCHS;DE  16  A  20  ANYS;26;19;45
RAIMAT - SUCHS;DE  21  A  25  ANYS;27;22;49
RAIMAT - SUCHS;DE  26  A  30  ANYS;30;25;55
RAIMAT - SUCHS;DE  31  A  35  ANYS;43;32;75
RAIMAT - SUCHS;DE  36  A  40  ANYS;36;34;70
RAIMAT - SUCHS;DE  41  A  45  ANYS;41;41;82
RAIMAT - SUCHS;DE  46  A  50  ANYS;43;31;74
RAIMAT - SUCHS;DE  51  A  55  ANYS;34;36;70
RAIMAT - SUCHS;DE  56  A  60  ANYS;28;31;59
RAIMAT - SUCHS;DE  61  A  65  ANYS;30;37;67
RAIMAT - SUCHS;DE  66  A  70  ANYS;29;29;58
RAIMAT - SUCHS;DE  71  A  75  ANYS;22;34;56
RAIMAT - SUCHS;DE  76  A  80  ANYS;34;27;61
RAIMAT - SUCHS;MES   DE   80  ANYS;31;27;58
